Filename,Dimensions,Voxel Size (mm),Orientation,Compatible
IXI465-HH-2176-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI467-Guys-0983-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI468-Guys-0985-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI469-IOP-1136-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI470-IOP-1030-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI473-IOP-1137-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI474-IOP-1138-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI475-IOP-1139-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI476-IOP-1140-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI477-IOP-1141-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI478-IOP-1142-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI479-Guys-1034-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI480-Guys-1033-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI481-HH-2175-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI482-HH-2178-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI483-HH-2177-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI484-HH-2179-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI485-HH-2180-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI486-Guys-1005-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI487-Guys-1037-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI488-Guys-1015-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI489-Guys-1014-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI490-Guys-1018-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI491-Guys-1032-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI492-Guys-1022-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI493-Guys-1007-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI494-Guys-1008-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI495-Guys-1009-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI496-Guys-1045-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI497-Guys-1002-T1.nii.gz,"(256, 256, 150)","[0.98, 0.98, 1.2]","('P', 'S', 'R')",✅ SIM
IXI498-Guys-1050-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI499-Guys-1004-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI500-Guys-1017-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI501-Guys-1016-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI502-Guys-1020-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI503-Guys-1021-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI504-Guys-1025-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI505-Guys-1026-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI506-Guys-1035-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI507-Guys-1036-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI508-HH-2268-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI510-IOP-1143-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI511-HH-2238-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI512-Guys-1054-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI515-HH-2377-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI516-HH-2297-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI517-IOP-1144-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI518-HH-2239-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI519-HH-2240-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI521-HH-2353-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI522-HH-2453-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI523-Guys-1056-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI524-HH-2412-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI525-HH-2413-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI526-HH-2392-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI527-HH-2376-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI528-Guys-1073-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI531-Guys-1057-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI532-IOP-1145-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI533-Guys-1066-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI534-Guys-1062-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI535-Guys-1061-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI536-Guys-1059-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI537-HH-2378-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI538-HH-2411-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI539-Guys-1067-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI541-IOP-1146-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI542-IOP-1147-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI543-IOP-1148-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI544-HH-2395-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI546-HH-2450-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI547-IOP-1149-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI548-IOP-1150-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI549-Guys-1046-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI550-Guys-1069-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI551-Guys-1065-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI552-Guys-1063-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI553-IOP-1151-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI554-Guys-1068-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI555-Guys-1074-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI556-HH-2452-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI558-Guys-1079-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI559-HH-2394-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI560-Guys-1070-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI561-IOP-1152-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI562-Guys-1131-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI563-IOP-1153-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI565-HH-2534-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI566-HH-2535-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI567-HH-2536-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI568-HH-2607-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI569-Guys-1101-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI571-IOP-1154-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI572-HH-2605-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI573-IOP-1155-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI574-IOP-1156-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI575-HH-2658-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI576-Guys-1077-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI577-HH-2661-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI578-Guys-1078-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI579-Guys-1126-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI582-Guys-1127-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI584-Guys-1129-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI585-Guys-1130-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI586-HH-2451-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI587-Guys-1128-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI588-IOP-1158-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI589-Guys-1080-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI591-Guys-1084-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI592-Guys-1085-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI593-Guys-1109-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI594-Guys-1089-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI595-IOP-1159-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI596-IOP-1160-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI597-IOP-1161-T1.nii.gz,"(256, 256, 146)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI598-HH-2606-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI599-HH-2659-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI600-HH-2660-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI601-HH-2700-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI603-HH-2701-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI605-HH-2598-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI606-HH-2601-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI607-Guys-1097-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI608-HH-2599-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI609-HH-2600-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI610-HH-2649-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI611-HH-2650-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI612-HH-2688-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI613-HH-2734-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI614-HH-2735-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI616-Guys-1092-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI617-Guys-1090-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI618-Guys-1091-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI619-Guys-1099-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI621-Guys-1100-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI622-Guys-1102-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI623-Guys-1076-T1.nii.gz,"(256, 256, 150)","[0.98, 0.98, 1.2]","('P', 'S', 'R')",✅ SIM
IXI625-Guys-1098-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI626-Guys-1094-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI627-Guys-1103-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI629-Guys-1095-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI630-Guys-1108-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI631-HH-2651-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI632-HH-2652-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI633-HH-2689-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI634-HH-2690-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI635-HH-2691-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI636-HH-2733-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI637-HH-2785-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI638-HH-2786-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI639-Guys-1088-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI640-Guys-1106-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI641-Guys-1105-T1.nii.gz,"(256, 256, 150)","[0.98, 0.98, 1.2]","('P', 'S', 'R')",✅ SIM
IXI642-Guys-1104-T1.nii.gz,"(256, 256, 150)","[0.98, 0.98, 1.2]","('P', 'S', 'R')",✅ SIM
IXI643-HH-2787-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI644-Guys-1121-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI646-HH-2653-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI648-Guys-1107-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI651-Guys-1118-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI652-Guys-1116-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI653-Guys-1122-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI661-HH-2788-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
IXI662-Guys-1120-T1.nii.gz,"(256, 256, 150)","[0.94, 0.94, 1.2]","('P', 'S', 'R')",✅ SIM
